Driver_req,Steering_angle,control_switch,omega_rl,omega_rr,omega_fr,omega_fl,axG,yaw_rate,map_motor,map_tv,map_sc,brake
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
0,0,1,0,0,0,0,-0.471535248356046,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.387673730296105,0.387673730296105,-0.271913818258514,-0.271913818258514,1.42885685383832,0,6,1,1,0
1,0,1,0.459363010901147,0.459363010901147,-0.296338158261318,-0.296338158261318,1.83357047726823,0,6,1,1,0
1,0,1,0.459363010901147,0.459363010901147,-0.296338158261318,-0.296338158261318,1.83357047726823,0,6,1,1,0
