Driver_req,Steering_angle,control_switch,omega_rl,omega_rr,omega_fr,omega_fl,axG,yaw_rate,map_motor,map_tv,map_sc,brake
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0,0,3,54.7345374931582,54.7345374931582,54.7345374931582,54.7345374931582,-1.07409182389699,0,6,1,1,-0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0383270759791249,0.000303353601367425,3,54.6954755981685,54.6954878527756,54.6964682469437,54.6964563824368,-0.830257822794567,3.26231659542201e-06,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
0.0656421742761814,0.00120535216710025,3,54.6978103402097,54.6980398754558,54.6621048997611,54.6618619033446,-0.592992437840254,4.97139236674518e-05,6,1,1,0
