Tm_rr,Tm_rl
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21.3996992095894,21.3996992095894
24.9805274062521,24.9805274062521
24.9723822424564,24.9723822424564
24.9642370805067,24.9642370805067
24.9560919204027,24.9560919204027
24.9479467621439,24.9479467621439
24.9398016057297,24.9398016057297
24.9316564511598,24.9316564511598
24.9235112984337,24.9235112984337
24.915366147551,24.915366147551
24.907220998511,24.907220998511
24.8990758513135,24.8990758513135
24.890930705958,24.890930705958
24.8827855624439,24.8827855624439
24.8746404207708,24.8746404207708
24.8664952809383,24.8664952809383
24.8583501429459,24.8583501429459
24.8502050067932,24.8502050067932
24.8420598724796,24.8420598724796
24.8339147400048,24.8339147400048
17.6024433822724,17.6024433822724
18.3549322619515,18.3549322619515
18.3449979249701,18.3449979249701
18.3350635903285,18.3350635903285
18.3251292580263,18.3251292580263
18.3151949280628,18.3151949280628
18.3052606004374,18.3052606004374
18.2953262751495,18.2953262751495
18.2853919521986,18.2853919521986
18.275457631584,18.275457631584
18.2655233133053,18.2655233133053
18.2555889973617,18.2555889973617
18.2456546837527,18.2456546837527
18.2357203724778,18.2357203724778
18.2257860635364,18.2257860635364
18.2158517569278,18.2158517569278
18.2059174526514,18.2059174526514
18.1959831507068,18.1959831507068
18.1860488510933,18.1860488510933
18.1761145538103,18.1761145538103
20.637486604966,20.637486604966
20.3818143627626,20.3818143627626
20.3725006707165,20.3725006707165
20.3631869808137,20.3631869808137
20.3538732930537,20.3538732930537
20.3445596074359,20.3445596074359
20.3352459239598,20.3352459239598
20.3259322426249,20.3259322426249
20.3166185634306,20.3166185634306
20.3073048863764,20.3073048863764
20.2979912114617,20.2979912114617
20.288677538686,20.288677538686
20.2793638680488,20.2793638680488
20.2700501995496,20.2700501995496
20.2607365331878,20.2607365331878
20.2514228689628,20.2514228689628
20.2421092068742,20.2421092068742
20.2327955469214,20.2327955469214
20.2234818891039,20.2234818891039
20.2141682334211,20.2141682334211
23.4929680234648,23.4929680234648
23.2220675250976,23.2220675250976
23.2135803605624,23.2135803605624
23.2050931979544,23.2050931979544
23.196606037273,23.196606037273
23.1881188785177,23.1881188785177
23.179631721688,23.179631721688
23.1711445667836,23.1711445667836
23.1626574138038,23.1626574138038
23.1541702627483,23.1541702627483
23.1456831136165,23.1456831136165
23.1371959664079,23.1371959664079
23.1287088211221,23.1287088211221
23.1202216777586,23.1202216777586
23.1117345363169,23.1117345363169
23.1032473967966,23.1032473967966
23.0947602591971,23.0947602591971
23.0862731235179,23.0862731235179
23.0777859897587,23.0777859897587
23.0692988579189,23.0692988579189
