Tm_rr,Tm_rl
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.56273767424521,3.56273767424521
3.54637011812473,3.54637011812473
3.53819487100368,3.53819487100368
3.53001962483351,3.53001962483351
3.52184437961398,3.52184437961398
3.51366913534486,3.51366913534486
3.5054938920259,3.5054938920259
3.49731864965686,3.49731864965686
3.48914340823753,3.48914340823753
3.48096816776764,3.48096816776764
3.47279292824696,3.47279292824696
3.46461768967527,3.46461768967527
3.45644245205233,3.45644245205233
3.44826721537788,3.44826721537788
3.4400919796517,3.4400919796517
3.43191674487356,3.43191674487356
3.4237415110432,3.4237415110432
3.41556627816041,3.41556627816041
3.40739104622494,3.40739104622494
3.39921581523655,3.39921581523655
6.04836197488935,6.04836197488935
6.40859580488303,6.40859580488303
6.40002665932617,6.40002665932617
6.39145751495887,6.39145751495887
6.38288837178079,6.38288837178079
6.37431922979169,6.37431922979169
6.36575008899121,6.36575008899121
6.35718094937908,6.35718094937908
6.34861181095501,6.34861181095501
6.34004267371871,6.34004267371871
6.33147353766986,6.33147353766986
6.32290440280816,6.32290440280816
6.31433526913334,6.31433526913334
6.3057661366451,6.3057661366451
6.29719700534313,6.29719700534313
6.28862787522712,6.28862787522712
6.28005874629681,6.28005874629681
6.27148961855186,6.27148961855186
6.26292049199201,6.26292049199201
