Tm_rr,Tm_rl
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
2.10798917817757,2.10798917817757
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
3.61031949434738,3.61031949434738
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.5198689594378,4.5198689594378
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
4.91491149797578,4.91491149797578
